지점,지점명,일시,평균기온(°C),일강수량(mm),일 최심적설(cm)
188,성산,2023-01-26,5,,
188,성산,2023-01-27,1.3,2.2,
188,성산,2023-01-28,1.4,0,
188,성산,2023-01-29,4.8,,
188,성산,2023-01-30,4.7,,
188,성산,2023-01-31,7.1,,
188,성산,2023-02-01,8.5,,
188,성산,2023-02-02,4.1,,
188,성산,2023-02-03,4.1,,
188,성산,2023-02-04,4.2,,
188,성산,2023-02-05,4.8,,
188,성산,2023-02-06,8.2,2.8,
188,성산,2023-02-07,9.8,.2,
188,성산,2023-02-08,8.8,,
188,성산,2023-02-09,9.8,18.3,
188,성산,2023-02-10,8.3,17,
188,성산,2023-02-11,9.7,0,
188,성산,2023-02-12,10.7,39.1,
188,성산,2023-02-13,8.6,5.7,
188,성산,2023-02-14,5.6,,
188,성산,2023-02-15,5.6,1.7,
188,성산,2023-02-16,6.8,1.9,
188,성산,2023-02-17,9.2,2,
188,성산,2023-02-18,13.6,9.4,
188,성산,2023-02-19,7.8,.7,
188,성산,2023-02-20,4.9,,
188,성산,2023-02-21,2.5,,
188,성산,2023-02-22,8.3,.3,
188,성산,2023-02-23,7,4.7,
188,성산,2023-02-24,7.9,4.3,
188,성산,2023-02-25,4.1,,
188,성산,2023-02-26,4.8,,
188,성산,2023-02-27,7.6,,
188,성산,2023-02-28,10.4,,
188,성산,2023-03-01,10.3,5.2,
188,성산,2023-03-02,5.5,,
188,성산,2023-03-03,7.8,,
188,성산,2023-03-04,9.3,,
188,성산,2023-03-05,10.4,,
188,성산,2023-03-06,11.2,,
188,성산,2023-03-07,13.5,,
188,성산,2023-03-08,14.8,,
188,성산,2023-03-09,15.5,0,
188,성산,2023-03-10,13,,
188,성산,2023-03-11,15.5,,
188,성산,2023-03-12,11.9,1.9,
188,성산,2023-03-13,6.1,,
188,성산,2023-03-14,12.1,,
188,성산,2023-03-15,16.5,,
188,성산,2023-03-16,10.8,,
188,성산,2023-03-17,11.7,16.9,
188,성산,2023-03-18,11.2,0,
188,성산,2023-03-19,10.1,,
188,성산,2023-03-20,12.1,,
188,성산,2023-03-21,15,20.9,
188,성산,2023-03-22,16.5,5.5,
188,성산,2023-03-23,16.5,3.1,
188,성산,2023-03-24,12.3,5.7,
188,성산,2023-03-25,13.2,1.7,
188,성산,2023-03-26,11.5,.1,
188,성산,2023-03-27,9.6,,
188,성산,2023-03-28,12,,
188,성산,2023-03-29,12.7,,
188,성산,2023-03-30,13.9,0,
188,성산,2023-03-31,16.2,1.1,
188,성산,2023-04-01,15.7,,
188,성산,2023-04-02,15.9,,
188,성산,2023-04-03,15.8,,
188,성산,2023-04-04,17.6,2,
188,성산,2023-04-05,15.6,110.4,
188,성산,2023-04-06,11.8,5.9,
188,성산,2023-04-07,11.2,.6,
188,성산,2023-04-08,9.7,,
188,성산,2023-04-09,11.6,,
188,성산,2023-04-10,14.4,,
188,성산,2023-04-11,18.4,0,
188,성산,2023-04-12,13.8,,
188,성산,2023-04-13,14.3,,
188,성산,2023-04-14,15.2,37,
188,성산,2023-04-15,14.5,3.9,
188,성산,2023-04-16,14.1,,
188,성산,2023-04-17,15.5,,
188,성산,2023-04-18,19.8,0,
188,성산,2023-04-19,18.9,,
188,성산,2023-04-20,18.2,,
188,성산,2023-04-21,18,,
188,성산,2023-04-22,15.7,,
188,성산,2023-04-23,15.3,,
188,성산,2023-04-24,14.1,2.2,
188,성산,2023-04-25,12.5,10.9,
188,성산,2023-04-26,12.6,,
188,성산,2023-04-27,12.7,,
188,성산,2023-04-28,17.5,2.7,
188,성산,2023-04-29,15.9,7.5,
188,성산,2023-04-30,14.5,,
188,성산,2023-05-01,16.1,,
188,성산,2023-05-02,16.9,,
188,성산,2023-05-03,17.1,32,
188,성산,2023-05-04,17.7,193,
188,성산,2023-05-05,19.5,34.5,
188,성산,2023-05-06,17.6,1.1,
188,성산,2023-05-07,13.7,18.4,
189,서귀포,2022-05-07,20.7,,
189,서귀포,2022-05-08,18.3,.2,
189,서귀포,2022-05-09,17.7,,
189,서귀포,2022-05-10,18.2,0,
189,서귀포,2022-05-11,19.1,5.5,
189,서귀포,2022-05-12,20.7,.3,
189,서귀포,2022-05-13,19.1,4,
189,서귀포,2022-05-14,18.8,,
189,서귀포,2022-05-15,17.8,,
189,서귀포,2022-05-16,17.6,,
189,서귀포,2022-05-17,19.3,,
189,서귀포,2022-05-18,20.5,,
189,서귀포,2022-05-19,20.3,,
189,서귀포,2022-05-20,20.8,0,
189,서귀포,2022-05-21,20.7,,
189,서귀포,2022-05-22,21.4,,
189,서귀포,2022-05-23,21.1,,
189,서귀포,2022-05-24,21.8,,
189,서귀포,2022-05-25,21.5,,
189,서귀포,2022-05-26,19.9,,
189,서귀포,2022-05-27,23.1,,
189,서귀포,2022-05-28,21.1,,
189,서귀포,2022-05-29,19.5,21.8,
189,서귀포,2022-05-30,20.1,,
189,서귀포,2022-05-31,21.6,,
189,서귀포,2022-06-01,20,,
189,서귀포,2022-06-02,20.6,,
189,서귀포,2022-06-03,21.1,,
189,서귀포,2022-06-04,22.1,.5,
189,서귀포,2022-06-05,19.7,110.8,
189,서귀포,2022-06-06,21.9,,
189,서귀포,2022-06-07,20.2,8.8,
189,서귀포,2022-06-08,20.1,.2,
189,서귀포,2022-06-09,20.5,,
189,서귀포,2022-06-10,21.3,.9,
189,서귀포,2022-06-11,22.5,5.6,
189,서귀포,2022-06-12,21.5,,
189,서귀포,2022-06-13,20.1,12.9,
189,서귀포,2022-06-14,20.5,.6,
189,서귀포,2022-06-15,21.1,0,
189,서귀포,2022-06-16,21.4,,
189,서귀포,2022-06-17,22.7,,
189,서귀포,2022-06-18,23.4,0,
189,서귀포,2022-06-19,23.9,1,
189,서귀포,2022-06-20,22.9,,
189,서귀포,2022-06-21,24.8,2.7,
189,서귀포,2022-06-22,23.9,.3,
189,서귀포,2022-06-23,24.1,1.6,
189,서귀포,2022-06-24,23.6,105.9,
189,서귀포,2022-06-25,24.4,16.5,
189,서귀포,2022-06-26,24.9,1,
189,서귀포,2022-06-27,25,.2,
189,서귀포,2022-06-28,25,.1,
189,서귀포,2022-06-29,25.4,.1,
189,서귀포,2022-06-30,26.5,,
189,서귀포,2022-07-01,26.3,0,
189,서귀포,2022-07-02,27,,
189,서귀포,2022-07-03,27.3,1.4,
189,서귀포,2022-07-04,26.5,3.7,
189,서귀포,2022-07-05,27.2,0,
189,서귀포,2022-07-06,27.7,0,
189,서귀포,2022-07-07,27.6,.4,
189,서귀포,2022-07-08,27.6,.5,
189,서귀포,2022-07-09,27.4,,
189,서귀포,2022-07-10,27.7,,
189,서귀포,2022-07-11,25.9,85.2,
189,서귀포,2022-07-12,27,0,
189,서귀포,2022-07-13,27.7,.1,
189,서귀포,2022-07-14,27.6,0,
189,서귀포,2022-07-15,25.7,31.4,
189,서귀포,2022-07-16,27,0,
189,서귀포,2022-07-17,26.7,6.2,
189,서귀포,2022-07-18,27,10.6,
189,서귀포,2022-07-19,26.5,2.6,
189,서귀포,2022-07-20,26.3,,
189,서귀포,2022-07-21,27.4,,
189,서귀포,2022-07-22,26.2,,
189,서귀포,2022-07-23,26.6,,
189,서귀포,2022-07-24,27.4,13,
189,서귀포,2022-07-25,25.9,,
189,서귀포,2022-07-26,26,,
189,서귀포,2022-07-27,26.8,,
189,서귀포,2022-07-28,28.1,.1,
189,서귀포,2022-07-29,29.2,,
189,서귀포,2022-07-30,26.9,46.5,
189,서귀포,2022-07-31,26.9,70.3,
189,서귀포,2022-08-01,27.2,10.8,
189,서귀포,2022-08-02,28.1,17.2,
189,서귀포,2022-08-03,28.4,,
189,서귀포,2022-08-04,28.8,.7,
189,서귀포,2022-08-05,28.8,0,
189,서귀포,2022-08-06,29.2,,
189,서귀포,2022-08-07,29.2,0,
189,서귀포,2022-08-08,29.1,,
189,서귀포,2022-08-09,28.9,.2,
189,서귀포,2022-08-10,29,.1,
189,서귀포,2022-08-11,28.6,1.1,
189,서귀포,2022-08-12,28.6,0,
189,서귀포,2022-08-13,29,,
189,서귀포,2022-08-14,29.1,,
189,서귀포,2022-08-15,28.9,2,
189,서귀포,2022-08-16,28,10.9,
189,서귀포,2022-08-17,25.2,212.5,
189,서귀포,2022-08-18,26.4,,
189,서귀포,2022-08-19,28.5,0,
189,서귀포,2022-08-20,27.8,,
189,서귀포,2022-08-21,27.3,,
189,서귀포,2022-08-22,27.4,,
189,서귀포,2022-08-23,28.4,,
189,서귀포,2022-08-24,27.4,7.2,
189,서귀포,2022-08-25,25.8,,
189,서귀포,2022-08-26,24.9,0,
189,서귀포,2022-08-27,25.4,,
189,서귀포,2022-08-28,25,,
189,서귀포,2022-08-29,26.1,,
189,서귀포,2022-08-30,27.9,.4,
189,서귀포,2022-08-31,26.9,0,
189,서귀포,2022-09-01,25.3,0,
189,서귀포,2022-09-02,22.7,121,
189,서귀포,2022-09-03,25.1,18.2,
189,서귀포,2022-09-04,25.8,48.6,
189,서귀포,2022-09-05,26.2,108.1,
189,서귀포,2022-09-06,25,1.2,
189,서귀포,2022-09-07,24.6,,
189,서귀포,2022-09-08,24.5,,
189,서귀포,2022-09-09,23.9,,
189,서귀포,2022-09-10,24.2,,
189,서귀포,2022-09-11,24.9,.3,
189,서귀포,2022-09-12,25.1,0,
189,서귀포,2022-09-13,24.5,27.7,
189,서귀포,2022-09-14,25.3,1,
189,서귀포,2022-09-15,25.7,0,
189,서귀포,2022-09-16,26.9,0,
189,서귀포,2022-09-17,26.8,0,
189,서귀포,2022-09-18,29.5,0,
189,서귀포,2022-09-19,28.7,,
189,서귀포,2022-09-20,22.3,,
189,서귀포,2022-09-21,21.1,,
189,서귀포,2022-09-22,22.3,,
189,서귀포,2022-09-23,22.7,,
189,서귀포,2022-09-24,21.3,,
189,서귀포,2022-09-25,22.1,,
189,서귀포,2022-09-26,22.7,,
189,서귀포,2022-09-27,23,0,
189,서귀포,2022-09-28,22.9,0,
189,서귀포,2022-09-29,22.7,0,
189,서귀포,2022-09-30,22.1,,
189,서귀포,2022-10-01,22,,
189,서귀포,2022-10-02,23.4,,
189,서귀포,2022-10-03,25.6,,
189,서귀포,2022-10-04,24.2,.4,
189,서귀포,2022-10-05,21.3,.1,
189,서귀포,2022-10-06,18.8,.8,
189,서귀포,2022-10-07,17.9,.7,
189,서귀포,2022-10-08,18.1,2.7,
189,서귀포,2022-10-09,18.6,7.1,
189,서귀포,2022-10-10,15.9,0,
189,서귀포,2022-10-11,16.8,,
189,서귀포,2022-10-12,17.9,,
189,서귀포,2022-10-13,19.9,,
189,서귀포,2022-10-14,20.2,,
189,서귀포,2022-10-15,20.5,,
189,서귀포,2022-10-16,21.1,,
189,서귀포,2022-10-17,19,,
189,서귀포,2022-10-18,15.4,,
189,서귀포,2022-10-19,15.8,,
189,서귀포,2022-10-20,17.5,,
189,서귀포,2022-10-21,20.1,,
189,서귀포,2022-10-22,21.7,,
189,서귀포,2022-10-23,19.3,,
189,서귀포,2022-10-24,15.9,,
189,서귀포,2022-10-25,14.9,,
189,서귀포,2022-10-26,17.5,,
189,서귀포,2022-10-27,17.5,,
189,서귀포,2022-10-28,17.8,,
189,서귀포,2022-10-29,18.7,,
189,서귀포,2022-10-30,18.1,,
189,서귀포,2022-10-31,17.8,,
189,서귀포,2022-11-01,18,,
189,서귀포,2022-11-02,17.3,,
189,서귀포,2022-11-03,16.9,,
189,서귀포,2022-11-04,15.7,,
189,서귀포,2022-11-05,13.7,,
189,서귀포,2022-11-06,13.7,,
189,서귀포,2022-11-07,14.1,,
189,서귀포,2022-11-08,16,,
189,서귀포,2022-11-09,17.1,,
189,서귀포,2022-11-10,19.3,1.9,
189,서귀포,2022-11-11,20.6,0,
189,서귀포,2022-11-12,21.1,18.9,
189,서귀포,2022-11-13,17.8,2.5,
189,서귀포,2022-11-14,15.1,,
189,서귀포,2022-11-15,13.6,,
189,서귀포,2022-11-16,14.4,,
189,서귀포,2022-11-17,15.5,0,
189,서귀포,2022-11-18,17.2,,
189,서귀포,2022-11-19,18.2,,
189,서귀포,2022-11-20,16.2,6.7,
189,서귀포,2022-11-21,16.3,,
189,서귀포,2022-11-22,16.3,.5,
189,서귀포,2022-11-23,16.5,0,
189,서귀포,2022-11-24,15.4,,
189,서귀포,2022-11-25,15.9,,
189,서귀포,2022-11-26,16.3,,
189,서귀포,2022-11-27,15.8,,
189,서귀포,2022-11-28,20.7,41.1,
189,서귀포,2022-11-29,18,8.3,
189,서귀포,2022-11-30,8.3,,
189,서귀포,2022-12-01,6,,
189,서귀포,2022-12-02,7.3,,
189,서귀포,2022-12-03,11.5,1.1,
189,서귀포,2022-12-04,12,.2,
189,서귀포,2022-12-05,10,0,
189,서귀포,2022-12-06,8,,
189,서귀포,2022-12-07,10.8,,
189,서귀포,2022-12-08,10.7,,
189,서귀포,2022-12-09,11,,
189,서귀포,2022-12-10,12.5,.4,
189,서귀포,2022-12-11,9.5,,
189,서귀포,2022-12-12,9.8,0,
189,서귀포,2022-12-13,9.2,,
189,서귀포,2022-12-14,4.5,0,
189,서귀포,2022-12-15,6.4,,
189,서귀포,2022-12-16,9.2,0,
189,서귀포,2022-12-17,3.6,4.3,3.4
189,서귀포,2022-12-18,.7,7.5,7.9
189,서귀포,2022-12-19,5.3,0,4.4
189,서귀포,2022-12-20,8.5,,
189,서귀포,2022-12-21,9.3,3.7,
189,서귀포,2022-12-22,2.9,2.6,2.4
189,서귀포,2022-12-23,.8,3.9,4.2
189,서귀포,2022-12-24,3.6,.6,3
189,서귀포,2022-12-25,6.1,,
189,서귀포,2022-12-26,6.8,,
189,서귀포,2022-12-27,7.5,,
189,서귀포,2022-12-28,6.7,,
189,서귀포,2022-12-29,5.9,,
189,서귀포,2022-12-30,5.9,,
189,서귀포,2022-12-31,6.3,,
189,서귀포,2023-01-01,8.2,,
189,서귀포,2023-01-02,7.5,,
189,서귀포,2023-01-03,6.1,,
189,서귀포,2023-01-04,6.9,,
189,서귀포,2023-01-05,7.9,,
189,서귀포,2023-01-06,9.1,0,
189,서귀포,2023-01-07,8.4,0,
189,서귀포,2023-01-08,8.9,,
189,서귀포,2023-01-09,11.8,,
189,서귀포,2023-01-10,10.2,,
189,서귀포,2023-01-11,10.7,,
189,서귀포,2023-01-12,14.4,12.1,
189,서귀포,2023-01-13,16.6,45.7,
189,서귀포,2023-01-14,15.1,3.8,
189,서귀포,2023-01-15,9.6,2,
189,서귀포,2023-01-16,5.9,,
189,서귀포,2023-01-17,5.9,,
189,서귀포,2023-01-18,6.1,,
189,서귀포,2023-01-19,6.8,,
189,서귀포,2023-01-20,6.1,,
189,서귀포,2023-01-21,3.9,,
189,서귀포,2023-01-22,7.3,2.3,
189,서귀포,2023-01-23,9.1,0,
189,서귀포,2023-01-24,-2.1,3.9,3.5
189,서귀포,2023-01-25,-.4,0,3.3
189,서귀포,2023-01-26,6.1,0,
189,서귀포,2023-01-27,2.3,1.4,.5
189,서귀포,2023-01-28,2.2,0,.7
189,서귀포,2023-01-29,5.6,,
189,서귀포,2023-01-30,5.8,,
189,서귀포,2023-01-31,8.2,,
189,서귀포,2023-02-01,12.2,,
189,서귀포,2023-02-02,8,,
189,서귀포,2023-02-03,7.9,,
189,서귀포,2023-02-04,7.4,,
189,서귀포,2023-02-05,7.7,,
189,서귀포,2023-02-06,8.9,2.7,
189,서귀포,2023-02-07,11.3,.3,
189,서귀포,2023-02-08,10.8,,
189,서귀포,2023-02-09,10.2,11.4,
189,서귀포,2023-02-10,11,5.1,
189,서귀포,2023-02-11,10.4,0,
189,서귀포,2023-02-12,11.5,16,
189,서귀포,2023-02-13,10,6.7,
189,서귀포,2023-02-14,8.4,,
189,서귀포,2023-02-15,8.1,0,
189,서귀포,2023-02-16,8.9,.4,
189,서귀포,2023-02-17,11.1,1,
189,서귀포,2023-02-18,14.4,3.2,
189,서귀포,2023-02-19,10.3,2.1,
189,서귀포,2023-02-20,6.5,,
189,서귀포,2023-02-21,4.4,,
189,서귀포,2023-02-22,8.9,2.2,
189,서귀포,2023-02-23,10.1,4.9,
189,서귀포,2023-02-24,10.5,3.6,
189,서귀포,2023-02-25,7,,
189,서귀포,2023-02-26,6.9,,
189,서귀포,2023-02-27,8.7,,
189,서귀포,2023-02-28,11.9,,
189,서귀포,2023-03-01,12,11.5,
189,서귀포,2023-03-02,7.2,,
189,서귀포,2023-03-03,8.9,,
189,서귀포,2023-03-04,11.1,,
189,서귀포,2023-03-05,10.7,1.2,
189,서귀포,2023-03-06,11.6,,
189,서귀포,2023-03-07,13.7,,
189,서귀포,2023-03-08,15.3,,
189,서귀포,2023-03-09,15.8,,
189,서귀포,2023-03-10,14.1,,
189,서귀포,2023-03-11,15.6,,
189,서귀포,2023-03-12,14.1,2.6,
189,서귀포,2023-03-13,7.8,,
189,서귀포,2023-03-14,11.5,,
189,서귀포,2023-03-15,16.3,,
189,서귀포,2023-03-16,14.2,,
189,서귀포,2023-03-17,12.1,13.4,
189,서귀포,2023-03-18,12.9,,
189,서귀포,2023-03-19,12.5,,
189,서귀포,2023-03-20,13.3,,
189,서귀포,2023-03-21,16,6.2,
189,서귀포,2023-03-22,17.2,3.7,
189,서귀포,2023-03-23,17.4,1.9,
189,서귀포,2023-03-24,14.7,11.4,
189,서귀포,2023-03-25,13.3,2.3,
189,서귀포,2023-03-26,13.8,.2,
189,서귀포,2023-03-27,13,,
189,서귀포,2023-03-28,13.9,,
189,서귀포,2023-03-29,14.2,,
189,서귀포,2023-03-30,15.3,.4,
189,서귀포,2023-03-31,18.3,1.3,
189,서귀포,2023-04-01,18.4,,
189,서귀포,2023-04-02,17,,
189,서귀포,2023-04-03,15.8,,
189,서귀포,2023-04-04,17.2,4.9,
189,서귀포,2023-04-05,15,130.4,
189,서귀포,2023-04-06,12.5,8.1,
189,서귀포,2023-04-07,13.4,1.3,
189,서귀포,2023-04-08,11.7,,
189,서귀포,2023-04-09,12.6,,
189,서귀포,2023-04-10,14.4,,
189,서귀포,2023-04-11,17.6,.5,
189,서귀포,2023-04-12,16.4,,
189,서귀포,2023-04-13,15.1,,
189,서귀포,2023-04-14,15.8,30.7,
189,서귀포,2023-04-15,16.1,.3,
189,서귀포,2023-04-16,14.5,,
189,서귀포,2023-04-17,16.1,0,
189,서귀포,2023-04-18,19.2,.9,
189,서귀포,2023-04-19,19,0,
189,서귀포,2023-04-20,19.8,,
189,서귀포,2023-04-21,19.4,,
189,서귀포,2023-04-22,15.8,,
189,서귀포,2023-04-23,15.3,,
189,서귀포,2023-04-24,13.8,2.2,
189,서귀포,2023-04-25,12.9,4.4,
189,서귀포,2023-04-26,15,,
189,서귀포,2023-04-27,14.1,,
189,서귀포,2023-04-28,17,3.4,
189,서귀포,2023-04-29,16.8,4,
189,서귀포,2023-04-30,15.8,,
189,서귀포,2023-05-01,16.8,,
189,서귀포,2023-05-02,18.4,,
189,서귀포,2023-05-03,17.6,52.4,
189,서귀포,2023-05-04,17.8,287.8,
189,서귀포,2023-05-05,19.7,36.1,
189,서귀포,2023-05-06,16.8,1.5,
189,서귀포,2023-05-07,14.3,12,
192,진주,2022-05-07,19.8,,
192,진주,2022-05-08,17.2,0,
192,진주,2022-05-09,16.2,,
192,진주,2022-05-10,16.1,0,
192,진주,2022-05-11,18.7,0,
192,진주,2022-05-12,20.7,,
192,진주,2022-05-13,18.5,.9,
192,진주,2022-05-14,17.6,,
192,진주,2022-05-15,16.2,,
192,진주,2022-05-16,16.2,,
192,진주,2022-05-17,18,,
192,진주,2022-05-18,19.6,,
192,진주,2022-05-19,18.5,,
192,진주,2022-05-20,18.7,,
192,진주,2022-05-21,20.3,0,
192,진주,2022-05-22,22.5,,
192,진주,2022-05-23,21.1,,
192,진주,2022-05-24,22.2,,
192,진주,2022-05-25,21.9,,
192,진주,2022-05-26,21.7,,
192,진주,2022-05-27,21.2,,
192,진주,2022-05-28,21.3,,
192,진주,2022-05-29,21.3,0,
192,진주,2022-05-30,22.9,,
192,진주,2022-05-31,22.1,,
192,진주,2022-06-01,22,,
192,진주,2022-06-02,21.3,,
192,진주,2022-06-03,22.4,,
192,진주,2022-06-04,21.8,,
192,진주,2022-06-05,17.1,59.6,
192,진주,2022-06-06,20.7,.4,
192,진주,2022-06-07,18.3,6.9,
192,진주,2022-06-08,18,.8,
192,진주,2022-06-09,19.9,,
192,진주,2022-06-10,20.2,,
192,진주,2022-06-11,22.1,,
192,진주,2022-06-12,20.8,,
192,진주,2022-06-13,20.1,1.8,
192,진주,2022-06-14,16.9,5.3,
192,진주,2022-06-15,20.4,.7,
192,진주,2022-06-16,23.8,,
192,진주,2022-06-17,22.8,,
192,진주,2022-06-18,25,,
192,진주,2022-06-19,25.1,,
192,진주,2022-06-20,25.1,,
192,진주,2022-06-21,26.1,,
192,진주,2022-06-22,26.1,,
192,진주,2022-06-23,24.9,.2,
192,진주,2022-06-24,25.2,22.9,
192,진주,2022-06-25,25.1,,
192,진주,2022-06-26,25.7,3.6,
192,진주,2022-06-27,25.6,12.1,
192,진주,2022-06-28,25.6,3.1,
192,진주,2022-06-29,25.7,2.2,
192,진주,2022-06-30,26.6,1.7,
192,진주,2022-07-01,26.8,,
192,진주,2022-07-02,27.3,,
192,진주,2022-07-03,27.8,,
192,진주,2022-07-04,27,.7,
192,진주,2022-07-05,27.4,,
192,진주,2022-07-06,27.9,,
192,진주,2022-07-07,28.5,,
192,진주,2022-07-08,27,6.9,
192,진주,2022-07-09,27.4,,
192,진주,2022-07-10,27.3,,
192,진주,2022-07-11,25.1,40.1,
192,진주,2022-07-12,26,,
192,진주,2022-07-13,24.5,0,
192,진주,2022-07-14,28.5,.7,
192,진주,2022-07-15,27,,
192,진주,2022-07-16,26.9,,
192,진주,2022-07-17,26.6,0,
192,진주,2022-07-18,22.4,100.3,
192,진주,2022-07-19,26.5,.1,
192,진주,2022-07-20,26.6,0,
192,진주,2022-07-21,26,5.8,
192,진주,2022-07-22,25.5,,
192,진주,2022-07-23,24.4,5.2,
192,진주,2022-07-24,26.1,16.8,
192,진주,2022-07-25,26.6,,
192,진주,2022-07-26,25.9,,
192,진주,2022-07-27,25.8,,
192,진주,2022-07-28,26.2,0,
192,진주,2022-07-29,28.3,,
192,진주,2022-07-30,27.6,.1,
192,진주,2022-07-31,25.9,41.3,
192,진주,2022-08-01,27.5,18.9,
192,진주,2022-08-02,27.1,11.9,
192,진주,2022-08-03,28,1.7,
192,진주,2022-08-04,28.7,3.1,
192,진주,2022-08-05,28.4,,
192,진주,2022-08-06,29.3,,
192,진주,2022-08-07,29.2,,
192,진주,2022-08-08,28.9,,
192,진주,2022-08-09,28.5,,
192,진주,2022-08-10,28.1,,
192,진주,2022-08-11,26.8,3.6,
192,진주,2022-08-12,29.1,,
192,진주,2022-08-13,28.1,0,
192,진주,2022-08-14,29.3,,
192,진주,2022-08-15,29.6,,
192,진주,2022-08-16,26.6,27.7,
192,진주,2022-08-17,25.2,4.6,
192,진주,2022-08-18,25.2,,
192,진주,2022-08-19,27,,
192,진주,2022-08-20,27.1,24.2,
192,진주,2022-08-21,26.8,,
192,진주,2022-08-22,25.7,,
192,진주,2022-08-23,25.8,.5,
192,진주,2022-08-24,22.3,40.2,
192,진주,2022-08-25,24,,
192,진주,2022-08-26,24,,
192,진주,2022-08-27,21.6,,
192,진주,2022-08-28,20.7,,
192,진주,2022-08-29,21.5,0,
192,진주,2022-08-30,21.3,20.6,
192,진주,2022-08-31,22.7,.3,
192,진주,2022-09-01,21.9,0,
192,진주,2022-09-02,20.6,4.7,
192,진주,2022-09-03,22,3.2,
192,진주,2022-09-04,24.8,.1,
192,진주,2022-09-05,24.5,53.8,
192,진주,2022-09-06,23.1,103.7,
192,진주,2022-09-07,20.6,,
192,진주,2022-09-08,21.1,,
192,진주,2022-09-09,21.5,,
192,진주,2022-09-10,21.3,,
192,진주,2022-09-11,22.4,,
192,진주,2022-09-12,22.4,0,
192,진주,2022-09-13,24.4,,
192,진주,2022-09-14,24.2,,
192,진주,2022-09-15,24,,
192,진주,2022-09-16,24.7,,
192,진주,2022-09-17,25.4,1.1,
192,진주,2022-09-18,27.6,,
192,진주,2022-09-19,27.5,,
192,진주,2022-09-20,20.5,,
192,진주,2022-09-21,17.8,,
192,진주,2022-09-22,18,,
192,진주,2022-09-23,20.3,,
192,진주,2022-09-24,19,,
192,진주,2022-09-25,17.6,,
192,진주,2022-09-26,18.2,0,
192,진주,2022-09-27,19.7,0,
192,진주,2022-09-28,19.4,,
192,진주,2022-09-29,19.6,,
192,진주,2022-09-30,19.4,,
192,진주,2022-10-01,20.1,,
192,진주,2022-10-02,20.6,,
192,진주,2022-10-03,24.7,0,
192,진주,2022-10-04,23.1,16.9,
192,진주,2022-10-05,17.9,.5,
192,진주,2022-10-06,17.4,2.1,
192,진주,2022-10-07,17,,
192,진주,2022-10-08,15.8,,
192,진주,2022-10-09,14.1,2.6,
192,진주,2022-10-10,13.5,,
192,진주,2022-10-11,13.2,,
192,진주,2022-10-12,13,,
192,진주,2022-10-13,15.8,,
192,진주,2022-10-14,15.3,,
192,진주,2022-10-15,15.9,,
192,진주,2022-10-16,17.2,,
192,진주,2022-10-17,15.2,,
192,진주,2022-10-18,10.6,,
192,진주,2022-10-19,9.1,,
192,진주,2022-10-20,9.9,,
192,진주,2022-10-21,13.1,.1,
192,진주,2022-10-22,15.5,.1,
192,진주,2022-10-26,11.1,,
192,진주,2022-10-27,13.6,,
192,진주,2022-10-28,12.5,,
192,진주,2022-10-29,13.5,,
192,진주,2022-10-30,12.9,,
192,진주,2022-10-31,12,,
192,진주,2022-11-01,12.1,,
192,진주,2022-11-02,10.9,,
192,진주,2022-11-03,10.4,,
192,진주,2022-11-04,9.3,,
192,진주,2022-11-05,7.8,,
192,진주,2022-11-06,6.8,,
192,진주,2022-11-07,8.6,,
192,진주,2022-11-08,9.4,,
192,진주,2022-11-09,9.5,,
192,진주,2022-11-10,10.6,,
192,진주,2022-11-11,12.5,,
192,진주,2022-11-12,15.4,4.6,
192,진주,2022-11-13,15.4,10.5,
192,진주,2022-11-14,11,,
192,진주,2022-11-15,7.3,,
192,진주,2022-11-16,8.3,,
192,진주,2022-11-17,8.4,,
192,진주,2022-11-18,7.8,,
192,진주,2022-11-19,10.5,,
192,진주,2022-11-20,11.7,0,
192,진주,2022-11-21,9.7,,
192,진주,2022-11-22,11.3,.8,
192,진주,2022-11-23,12.2,.5,
192,진주,2022-11-24,7.8,,
192,진주,2022-11-25,8.5,,
192,진주,2022-11-26,9.8,,
192,진주,2022-11-27,7.3,,
192,진주,2022-11-28,11.2,31.9,
192,진주,2022-11-29,14.4,39.5,
192,진주,2022-11-30,1.9,,
192,진주,2022-12-01,.1,,
192,진주,2022-12-02,.2,,
192,진주,2022-12-03,3.1,,
192,진주,2022-12-04,5,,
192,진주,2022-12-05,2.2,,
192,진주,2022-12-06,.6,,
192,진주,2022-12-07,2.5,,
192,진주,2022-12-08,3.4,,
192,진주,2022-12-09,4.1,,
192,진주,2022-12-10,4,,
192,진주,2022-12-11,3.3,,
192,진주,2022-12-12,1.9,.8,
192,진주,2022-12-13,3.9,0,
192,진주,2022-12-14,-1.3,,
192,진주,2022-12-15,-.8,,
192,진주,2022-12-16,1.7,,
192,진주,2022-12-17,-.8,,
192,진주,2022-12-18,-4.1,,
192,진주,2022-12-19,-4,,
192,진주,2022-12-20,-1.5,,
192,진주,2022-12-21,1.3,5.8,
192,진주,2022-12-22,-1.6,,
192,진주,2022-12-23,-3.2,,
192,진주,2022-12-24,-3.1,,
192,진주,2022-12-25,-2.2,,
192,진주,2022-12-26,-2.8,,
192,진주,2022-12-27,-1.9,,
192,진주,2022-12-28,-.5,,
192,진주,2022-12-29,-1.1,,
192,진주,2022-12-30,-1.6,,
192,진주,2022-12-31,-.6,,
