date,avg_velo,weather,max_degree,min_degree,end
2018.1.1,29.4,맑음,4,-5,1
2018.1.2,27.7,구름조금,2,-4,
2018.1.3,27,구름조금,0,-7,
2018.1.4,27,구름많음,-1,-9,
2018.1.5,26.5,구름조금,2,-6,
2018.1.6,27.3,맑음,3,-7,
2018.1.7,29.6,구름많음,3,-6,
2018.1.8,27.3,눈,4,-1,
2018.1.9,26.9,눈,-1,-6,
2018.1.10,26.1,눈,-5,-10,
2018.1.11,26.5,맑음,-7,-14,
2018.1.12,26.2,눈,-5,-15,
2018.1.13,27,눈,-1,-7,
2018.1.14,29.2,흐림,5,-4,
2018.1.15,26.7,비,8,2,
2018.1.16,26.7,비,7,0,
2018.1.17,26.9,흐림,9,2,
2018.1.18,26.8,눈,5,0,
2018.1.19,26.2,구름조금,6,-3,
2018.1.20,26.9,흐림,7,-1,
2018.1.21,29.2,흐림,6,-4,
2018.1.22,26.8,눈,4,-5,
2018.1.23,26.8,맑음,-5,-15,
2018.1.24,26.7,맑음,-11,-16,
2018.1.25,26.6,구름조금,-10,-16,
2018.1.26,25.9,맑음,-11,-18,
2018.1.27,26.9,맑음,-4,-16,
2018.1.28,29.3,구름조금,-1,-9,
2018.1.29,27,맑음,-5,-12,
2018.1.30,24.7,눈,-1,-11,
2018.1.31,26.1,눈,0,-5,
2018.2.1,26.1,맑음,1,-9,
2018.2.2,25.7,맑음,4,-8,
2018.2.3,26,눈,-2,-10,
2018.2.4,28.8,맑음,-5,-13,
2018.2.5,26.3,맑음,-5,-12,
2018.2.6,26,맑음,-6,-13,
2018.2.7,25.7,맑음,-2,-13,
2018.2.8,25.6,맑음,2,-10,
2018.2.9,25.2,흐림,6,-5,
2018.2.10,26.2,흐림,3,-7,
2018.2.11,28.8,눈,-2,-10,
2018.2.12,25.2,눈,-2,-10,
2018.2.13,24.4,구름조금,4,-7,
2018.2.14,24.9,흐림,9,-1,
2018.2.15,28.9,구름조금,4,-4,
2018.2.16,28.1,구름조금,5,-6,
2018.2.17,30.1,맑음,1,-7,
2018.2.18,30.1,구름많음,5,-5,
2018.2.19,27.6,흐림,7,-2,
2018.2.20,26.3,흐림,6,-2,
2018.2.21,26.3,맑음,4,-5,
2018.2.22,26.3,눈,5,-4,
2018.2.23,25,눈,9,0,
2018.2.24,26.3,흐림,7,-1,
2018.2.25,28.8,구름조금,8,-1,
2018.2.26,26.3,흐림,10,-3,
2018.2.27,26.1,흐림,7,1,
2018.2.28,24.7,눈,8,2,
2018.3.1,27.9,눈,3,-4,
2018.3.2,26.6,구름조금,5,-7,
2018.3.3,27,비,16,0,
2018.3.4,28.7,비,12,8,
2018.3.5,26.5,비,11,1,
2018.3.6,26.4,구름조금,11,-1,
2018.3.7,26.6,비,11,2,
2018.3.8,26.3,비,10,3,
2018.3.9,26.2,흐림,10,1,
2018.3.10,26.5,흐림,10,1,
2018.3.11,28.9,흐림,12,3,
2018.3.12,27,흐림,16,2,
2018.3.13,26.5,흐림,19,5,
2018.3.14,26.3,구름많음,22,14,
2018.3.15,25.9,비,17,8,
2018.3.16,25.6,맑음,12,4,
2018.3.17,25.9,구름조금,14,1,
2018.3.18,28.6,비,13,5,
2018.3.19,26.5,비,10,6,
2018.3.20,26.3,구름많음,9,2,
2018.3.21,26.3,눈,5,1,
2018.3.22,26.4,흐림,12,1,
2018.3.23,25.9,흐림,13,2,
2018.3.24,26.3,흐림,13,4,
2018.3.25,28.9,흐림,17,5,
2018.3.26,26.8,흐림,18,5,
2018.3.27,26.5,흐림,20,8,
2018.3.28,26.3,흐림,19,9,
2018.3.29,26.2,흐림,21,12,
2018.3.30,25.5,흐림,22,10,
2018.3.31,26.3,흐림,20,9,
2018.4.1,28.8,흐림,19,12,
2018.4.2,26.8,흐림,24,15,
2018.4.3,26.1,비,21,15,
2018.4.4,26,비,18,10,
2018.4.5,25.1,비,10,7,
2018.4.6,25.2,비,9,3,
2018.4.7,25.9,눈,9,1,
2018.4.8,28.3,비,8,1,
2018.4.9,26.7,흐림,15,0,
2018.4.10,25.9,비,22,7,
2018.4.11,26.2,흐림,17,9,
2018.4.12,26.2,맑음,20,7,
2018.4.13,25.8,흐림,19,8,
2018.4.14,26,비,15,8,
2018.4.15,28.6,흐림,14,6,
2018.4.16,26.6,맑음,19,5,
2018.4.17,26.2,맑음,20,7,
2018.4.18,26.3,맑음,19,6,
2018.4.19,26.3,흐림,21,7,
2018.4.20,25.9,흐림,26,11,
2018.4.21,26.1,흐림,26,12,
2018.4.22,28.4,비,21,11,
2018.4.23,25.5,비,11,8,
2018.4.24,26.2,비,16,9,
2018.4.25,26,맑음,23,6,
2018.4.26,26,흐림,22,10,
2018.4.27,25.7,흐림,23,10,
2018.4.28,26,흐림,22,11,
2018.4.29,28.5,흐림,23,9,
2018.4.30,26.3,흐림,25,14,
2018.5.1,27.7,비,23,18,
2018.5.2,25.8,비,20,9,
2018.5.3,25.6,비,15,7,
2018.5.4,24.7,맑음,20,9,
2018.5.5,26.9,구름많음,25,12,
2018.5.6,28.1,비,21,15,
2018.5.7,27.7,구름많음,26,14,
2018.5.8,25.7,구름조금,23,12,
2018.5.9,26.1,맑음,22,9,
2018.5.10,26,흐림,21,11,
2018.5.11,25.7,흐림,21,12,
2018.5.12,25.1,비,16,12,
2018.5.13,28.6,비,20,13,
2018.5.14,26.6,흐림,25,12,
2018.5.15,26,비,29,15,
2018.5.16,25.8,비,24,22,
2018.5.17,25,비,24,19,
2018.5.18,25,비,19,12,
2018.5.19,25.7,맑음,25,10,
2018.5.20,28.5,구름조금,23,12,
2018.5.21,26.2,구름조금,24,11,
2018.5.22,27.7,비,23,15,
2018.5.23,25.9,비,23,14,
2018.5.24,26,흐림,24,11,
2018.5.25,25.7,흐림,26,14,
2018.5.26,26.3,흐림,30,14,
2018.5.27,28.7,구름많음,25,17,
2018.5.28,26.5,흐림,29,16,
2018.5.29,25.9,비,26,19,
2018.5.30,26.1,비,25,16,
2018.5.31,26.1,흐림,28,14,
2018.6.1,25.3,흐림,30,18,
2018.6.2,26.1,흐림,30,18,
2018.6.3,27.8,구름조금,31,17,
2018.6.4,26.1,구름많음,28,19,
2018.6.5,25.4,흐림,29,18,
2018.6.6,28,흐림,28,18,
2018.6.7,25.9,흐림,29,18,
2018.6.8,25.6,흐림,27,19,
2018.6.9,26.3,비,30,19,
2018.6.10,28.8,비,25,18,
2018.6.11,25.9,비,24,18,
2018.6.12,25.6,비,27,17,
2018.6.13,28,비,27,18,
2018.6.14,25.6,비,25,19,
2018.6.15,25.6,비,27,17,
2018.6.16,26.6,맑음,29,16,
2018.6.17,28.9,흐림,28,19,
2018.6.18,26.4,흐림,31,20,
2018.6.19,26.4,흐림,27,19,
2018.6.20,26.3,흐림,28,19,
2018.6.21,26.1,흐림,29,19,
2018.6.22,25.3,흐림,32,18,
2018.6.23,26.1,흐림,29,21,
2018.6.24,28.9,흐림,32,20,
2018.6.25,26.3,흐림,33,21,
2018.6.26,25.4,비,27,20,
2018.6.27,26.2,비,26,19,
2018.6.28,25.6,비,27,21,
2018.6.29,25.4,비,29,22,
2018.6.30,26.2,비,28,22,
2018.7.1,28.4,비,23,21,
2018.7.2,25.9,비,25,21,
2018.7.3,26.1,비,33,23,
2018.7.4,25.8,구름많음,32,24,
2018.7.5,25.6,비,29,23,
2018.7.6,25.6,흐림,27,22,
2018.7.7,26.1,구름조금,29,20,
2018.7.8,28.8,구름많음,28,18,
2018.7.9,25.9,비,24,20,
2018.7.10,26.3,비,27,20,
2018.7.11,25.8,비,30,24,
2018.7.12,25.8,비,28,25,
2018.7.13,25,구름많음,31,25,
2018.7.14,26,비,32,25,
2018.7.15,28.5,구름조금,33,25,
2018.7.16,26,맑음,34,24,
2018.7.17,25.6,흐림,32,24,
2018.7.18,25.8,흐림,33,24,
2018.7.19,25.7,흐림,34,23,
2018.7.20,24.9,흐림,35,25,
2018.7.21,26.1,흐림,37,25,
2018.7.22,28.4,구름조금,38,25,
2018.7.23,26,구름많음,36,29,
2018.7.24,25.5,구름조금,37,27,
2018.7.25,25.5,구름많음,34,28,
2018.7.26,25.5,흐림,34,27,
2018.7.27,24.7,흐림,35,27,
2018.7.28,26.2,비,35,28,
2018.7.29,28.5,구름조금,37,26,
2018.7.30,25.8,구름조금,37,26,
2018.7.31,25.6,구름조금,38,28,
2018.8.1,25.9,맑음,40,28,
2018.8.2,26.5,구름조금,38,30,
2018.8.3,26.2,흐림,38,30,
2018.8.4,27.3,구름조금,35,28,
2018.8.5,28.9,비,34,27,
2018.8.6,26.5,비,35,28,
2018.8.7,26.3,비,36,27,
2018.8.8,26.1,흐림,35,28,
2018.8.9,25.7,비,33,27,
2018.8.10,25.1,흐림,37,26,
2018.8.11,26.4,구름조금,36,26,
2018.8.12,28.6,흐림,35,27,
2018.8.13,26.1,흐림,34,27,
2018.8.14,25.1,구름많음,37,28,
2018.8.15,27.5,비,38,28,
2018.8.16,25.6,구름조금,36,24,
2018.8.17,25.2,맑음,34,22,
2018.8.18,26.5,구름많음,32,22,
2018.8.19,28.6,구름많음,33,23,
2018.8.20,26.1,비,33,25,
2018.8.21,25.2,비,31,23,
2018.8.22,25.2,구름조금,38,23,
2018.8.23,26.3,비,32,26,
2018.8.24,26.6,비,26,23,
2018.8.25,25.8,구름많음,29,23,
2018.8.26,28.3,비,29,20,
2018.8.27,25.4,비,25,20,
2018.8.28,24.8,비,26,23,
2018.8.29,25.4,비,27,23,
2018.8.30,25.4,비,28,24,
2018.8.31,24.6,비,30,23,
2018.9.1,25.6,맑음,31,21,
2018.9.2,28.2,구름많음,30,20,
2018.9.3,25.4,비,26,21,
2018.9.4,25.7,흐림,28,20,
2018.9.5,25.4,맑음,29,20,
2018.9.6,25.4,비,28,21,
2018.9.7,25,비,26,19,
2018.9.8,25.5,맑음,28,16,
2018.9.9,28.2,맑음,29,16,
2018.9.10,25.9,구름조금,28,19,
2018.9.11,25.6,구름많음,26,17,
2018.9.12,25.6,구름조금,28,17,
2018.9.13,25.6,구름많음,28,20,
2018.9.14,24.8,비,27,20,
2018.9.15,25.3,비,26,21,
2018.9.16,27.6,비,24,21,
2018.9.17,25.4,비,28,19,
2018.9.18,25,흐림,27,18,
2018.9.19,24.9,비,27,19,
2018.9.20,23.8,비,20,18,
2018.9.21,23.4,비,22,18,
2018.9.22,26.3,비,26,17,
2018.9.23,28.8,비,25,16,
2018.9.24,28,맑음,22,14,
2018.9.25,29.5,구름조금,24,11,
2018.9.26,29.5,구름많음,25,16,
2018.9.27,26.9,맑음,25,13,
2018.9.28,26,구름많음,22,14,
2018.9.29,26.7,맑음,27,15,
2018.9.30,28.8,맑음,22,14,
2018.10.1,26.5,비,20,13,
2018.10.2,25.5,맑음,22,10,
2018.10.3,27.9,맑음,24,11,
2018.10.4,26.1,구름많음,26,13,
2018.10.5,24.2,비,19,16,
2018.10.6,26.1,비,22,16,
2018.10.7,28.3,흐림,21,12,
2018.10.8,26.1,구름조금,21,9,
2018.10.9,28,비,20,11,
2018.10.10,26,비,17,8,
2018.10.11,25.8,맑음,14,6,
2018.10.12,25.3,맑음,17,5,
2018.10.13,25.8,흐림,20,6,
2018.10.14,28.2,흐림,20,7,
2018.10.15,26.5,흐림,21,11,
2018.10.16,26.1,구름많음,20,10,
2018.10.17,26,흐림,19,8,
2018.10.18,26.8,비,19,8,
2018.10.19,25.6,맑음,20,7,
2018.10.20,25.5,흐림,21,7,
2018.10.21,28,구름조금,21,7,
2018.10.22,26.5,흐림,21,9,
2018.10.23,26.1,비,17,10,
2018.10.24,26.1,흐림,19,8,
2018.10.25,26.1,구름조금,21,7,
2018.10.26,25.1,비,15,10,
2018.10.27,25.3,맑음,12,6,
2018.10.28,27.8,비,14,5,
2018.10.29,25.9,비,12,3,
2018.10.30,25.7,비,12,1,
2018.10.31,25.9,비,13,3,
2018.11.1,25.9,맑음,15,3,
2018.11.2,25.5,맑음,19,4,
2018.11.3,25.9,흐림,19,5,
2018.11.4,28.1,흐림,19,5,
2018.11.5,26.6,흐림,18,7,
2018.11.6,26.2,흐림,18,8,
2018.11.7,25.9,비,16,10,
2018.11.8,24.6,비,15,11,
2018.11.9,25.1,비,15,10,
2018.11.10,25.8,비,17,9,
2018.11.11,28.2,비,11,5,
2018.11.12,26.2,맑음,15,3,
2018.11.13,25.9,흐림,15,4,
2018.11.14,26,맑음,17,5,
2018.11.15,26,흐림,16,5,
2018.11.16,25.4,흐림,16,5,
2018.11.17,25.5,흐림,11,1,
2018.11.18,28.2,구름많음,11,2,
2018.11.19,26.4,흐림,11,3,
2018.11.20,25.9,비,13,0,
2018.11.21,26.1,비,8,3,
2018.11.22,26.4,맑음,7,-1,
2018.11.23,25.3,구름조금,8,-3,
2018.11.24,25.3,눈,4,0,
2018.11.25,27.9,흐림,10,1,
2018.11.26,26.3,흐림,14,2,
2018.11.27,26.1,흐림,13,3,
2018.11.28,26,흐림,11,2,
2018.11.29,25.8,흐림,7,1,
2018.11.30,25.6,맑음,8,-2,
2018.12.1,22,구름조금,12,1,
2018.12.2,28.1,구름많음,12,3,
2018.12.3,25.9,비,14,9,
2018.12.4,25.7,비,12,0,
2018.12.5,25.8,구름많음,3,-4,
2018.12.6,25.9,눈,7,-1,
2018.12.7,25,맑음,-1,-10,
2018.12.8,25.7,맑음,-4,-11,
2018.12.9,28.3,구름조금,-2,-12,
2018.12.10,26.2,구름조금,5,-8,
2018.12.11,25.9,흐림,3,-2,
2018.12.12,25.9,흐림,2,-5,
2018.12.13,26.4,눈,2,-6,
2018.12.14,25,맑음,1,-8,
2018.12.15,25.5,흐림,3,-8,
2018.12.16,28.4,눈,2,-3,
2018.12.17,26.1,눈,6,-2,
2018.12.18,25.6,흐림,7,-3,
2018.12.19,25.7,흐림,10,1,
2018.12.20,26.6,흐림,10,-1,
2018.12.21,25.3,흐림,10,0,
2018.12.22,25.9,흐림,12,3,
2018.12.23,28.3,흐림,8,-3,
2018.12.24,25.4,맑음,3,-6,
2018.12.25,27.9,구름많음,5,-4,
2018.12.26,26.1,흐림,3,-7,
2018.12.27,25.7,맑음,-7,-13,
2018.12.28,25.4,맑음,-7,-14,
2018.12.29,26.8,맑음,-3,-11,
2018.12.30,28.7,맑음,-1,-11,
2018.12.31,26.2,맑음,-1,-11,
2019.1.1,29.1,구름조금,-1,-8,
2019.1.2,27.3,맑음,0,-9,
2019.1.3,26.4,맑음,3,-8,
2019.1.4,26.1,흐림,4,-6,
2019.1.5,26.9,흐림,1,-6,
2019.1.6,28.8,구름조금,3,-6,
2019.1.7,26.8,흐림,3,-6,
2019.1.8,26.5,맑음,1,-7,
2019.1.9,26.6,구름조금,1,-9,
2019.1.10,26.4,흐림,3,-5,
2019.1.11,26.1,흐림,7,0,
2019.1.12,26.8,흐림,8,-1,
2019.1.13,28.9,흐림,8,-3,
2019.1.14,27,흐림,5,-2,
2019.1.15,26.5,눈,3,-7,
2019.1.16,26.4,눈,-1,-10,
2019.1.17,26.3,눈,4,-3,
2019.1.18,25.9,흐림,7,-5,
2019.1.19,26.7,흐림,9,0,
2019.1.20,28.7,흐림,4,-6,
2019.1.21,26.8,눈,4,-7,
2019.1.22,26.3,흐림,7,-3,
2019.1.23,26.2,흐림,7,-1,
2019.1.24,26.1,구름조금,7,-5,
2019.1.25,25.5,맑음,3,-4,
2019.1.26,26.3,맑음,2,-7,
2019.1.27,28.6,흐림,5,-7,
2019.1.28,26,비,5,-2,
2019.1.29,25.6,구름조금,7,-6,
2019.1.30,25.5,흐림,7,-3,
2019.1.31,25.3,흐림,2,-6,
2019.2.1,24.8,눈,3,-7,
2019.2.2,27.1,비,6,-3,
2019.2.3,27.9,눈,5,2,
2019.2.4,29.5,흐림,3,-3,
2019.2.5,27.9,흐림,10,-4,
2019.2.6,29.8,흐림,9,0,
2019.2.7,27.4,눈,6,-8,
2019.2.8,26.3,구름많음,-1,-10,
2019.2.9,27.1,구름조금,-2,-9,
2019.2.10,29.1,구름많음,-2,-9,
2019.2.11,26.5,맑음,2,-8,
2019.2.12,26.1,눈,4,-4,
2019.2.13,26.3,맑음,3,-6,
2019.2.14,25.9,구름많음,6,-6,
2019.2.15,25.3,눈,1,-3,
2019.2.16,26.2,눈,2,-5,
2019.2.17,28.4,맑음,5,-7,
2019.2.18,26.3,구름많음,6,-5,
2019.2.19,27.4,눈,3,0,
2019.2.20,26.3,눈,5,0,
2019.2.21,26,흐림,9,-3,
2019.2.22,25.5,흐림,11,-2,
2019.2.23,25.9,흐림,15,1,
2019.2.24,28.3,흐림,14,1,
2019.2.25,26.3,흐림,10,1,
2019.2.26,25.9,구름조금,12,-2,
2019.2.27,26,흐림,14,5,
2019.2.28,25.2,흐림,13,2,
2019.3.1,27.4,흐림,13,1,
2019.3.2,27.6,흐림,15,1,
2019.3.3,29,흐림,16,3,
2019.3.4,26.9,흐림,16,5,
2019.3.5,26.5,흐림,13,6,
2019.3.6,26.6,흐림,12,6,
2019.3.7,26.3,흐림,13,3,
2019.3.8,25.7,맑음,13,1,
2019.3.9,26.2,구름많음,15,0,
2019.3.10,28.8,구름많음,15,7,
2019.3.11,26.6,비,10,4,
2019.3.12,26.3,비,8,0,
2019.3.13,26.2,눈,9,0,
2019.3.14,26.2,비,10,-2,
2019.3.15,25.2,비,11,2,
2019.3.16,26.3,흐림,9,0,
2019.3.17,28.4,흐림,12,3,
2019.3.18,26.8,구름많음,14,1,
2019.3.19,26.5,흐림,17,3,
2019.3.20,25.7,비,15,7,
2019.3.21,26.3,비,11,2,
2019.3.22,25.7,맑음,8,-1,
2019.3.23,26.3,눈,8,0,
2019.3.24,28.6,맑음,10,-1,
2019.3.25,26.8,흐림,12,3,
2019.3.26,26.2,흐림,18,7,
2019.3.27,26.4,흐림,16,9,
2019.3.28,26.2,흐림,15,6,
2019.3.29,25.5,비,15,6,
2019.3.30,25.9,비,8,4,
2019.3.31,28.6,비,8,3,
2019.4.1,26.7,맑음,11,0,
2019.4.2,26.4,맑음,13,1,
2019.4.3,26.3,맑음,14,2,
2019.4.4,26.1,맑음,16,3,
2019.4.5,25.5,비,17,7,
2019.4.6,26.2,비,12,6,
2019.4.7,28,흐림,20,6,
2019.4.8,26.3,구름조금,17,8,
2019.4.9,25.4,비,14,5,
2019.4.10,26,비,10,5,
2019.4.11,26.1,구름조금,16,4,
2019.4.12,25.5,흐림,18,6,
2019.4.13,25.7,흐림,18,6,
2019.4.14,28.8,비,14,7,
2019.4.15,26.4,맑음,18,4,
2019.4.16,26.1,구름조금,23,7,
2019.4.17,26.2,구름조금,22,9,
2019.4.18,26.1,비,16,10,
2019.4.19,25.8,흐림,20,10,
2019.4.20,26.3,비,19,10,
2019.4.21,28.5,비,20,12,
2019.4.22,26.5,흐림,28,11,
2019.4.23,26.1,비,26,15,
2019.4.24,26,비,26,16,
2019.4.25,25.1,비,17,9,
2019.4.26,24.9,비,10,6,
2019.4.27,26,구름조금,18,4,
2019.4.28,28.4,비,17,10,
2019.4.29,26.5,구름많음,17,8,
2019.4.30,25.8,구름조금,23,9,
2019.5.1,27.6,흐림,22,11,
2019.5.2,26.1,맑음,25,11,
2019.5.3,25.3,흐림,26,10,
2019.5.4,26,흐림,27,12,
2019.5.5,28.2,흐림,27,14,
2019.5.6,27.8,비,20,10,
2019.5.7,26,맑음,22,8,
2019.5.8,25.3,흐림,21,10,
2019.5.9,26.1,흐림,23,12,
2019.5.10,25.6,흐림,27,10,
2019.5.11,26,흐림,28,13,
2019.5.12,28.3,흐림,29,15,
2019.5.13,26.5,비,23,16,
2019.5.14,26.1,맑음,27,13,
2019.5.15,26.1,흐림,28,15,
2019.5.16,25.9,흐림,30,17,
2019.5.17,25.5,흐림,28,18,
2019.5.18,26.2,비,26,19,
2019.5.19,27.8,비,22,18,
2019.5.20,26.3,비,20,13,
2019.5.21,26,흐림,24,12,
2019.5.22,26.1,흐림,27,12,
2019.5.23,26,흐림,29,15,
2019.5.24,25.4,흐림,33,16,
2019.5.25,25.9,흐림,29,18,
2019.5.26,28.1,구름많음,31,19,
2019.5.27,26.2,비,22,14,
2019.5.28,26,구름조금,25,12,
2019.5.29,26.1,맑음,27,13,
2019.5.30,26,비,25,15,
2019.5.31,25.6,구름조금,23,16,
2019.6.1,26.2,흐림,24,15,
2019.6.2,28.5,맑음,28,14,
2019.6.3,26.5,맑음,30,16,
2019.6.4,26,흐림,29,18,
2019.6.5,25.4,흐림,30,18,
2019.6.6,27.4,비,25,19,
2019.6.7,26.1,비,25,17,
2019.6.8,26.8,구름많음,28,16,
2019.6.9,28.7,비,27,17,
2019.6.10,26.2,비,22,16,
2019.6.11,26.1,구름조금,26,16,
2019.6.12,26.1,맑음,26,16,
2019.6.13,26,구름조금,29,17,
2019.6.14,25.5,흐림,28,19,
2019.6.15,26.1,비,27,18,
2019.6.16,28.5,구름조금,27,16,
2019.6.17,26.4,비,26,18,
2019.6.18,25.5,비,25,17,
2019.6.19,26.4,비,25,19,
2019.6.20,25.9,흐림,28,20,
2019.6.21,25.3,비,26,19,
2019.6.22,25.8,구름조금,31,18,
2019.6.23,28.2,구름조금,31,19,
2019.6.24,26.1,맑음,31,21,
2019.6.25,25.7,흐림,33,20,
2019.6.26,25.7,비,30,21,
2019.6.27,25.9,비,31,22,
2019.6.28,25.1,비,29,22,
2019.6.29,26.1,비,28,20,
2019.6.30,28.2,비,29,21,
2019.7.1,26.3,흐림,29,21,
2019.7.2,26,흐림,30,21,
2019.7.3,26,흐림,27,21,
2019.7.4,25.8,흐림,33,20,
2019.7.5,25.4,흐림,35,20,
2019.7.6,26,구름조금,36,25,
2019.7.7,28.3,구름많음,33,23,
2019.7.8,26.2,구름많음,31,21,
2019.7.9,25.9,구름조금,30,20,
2019.7.10,25.3,비,27,19,
2019.7.11,26,비,26,20,
2019.7.12,25.3,구름많음,29,20,
2019.7.13,26.3,비,30,22,
2019.7.14,28.4,흐림,32,21,
2019.7.15,25.9,비,27,22,
2019.7.16,26,비,29,21,
2019.7.17,25.9,흐림,29,22,
2019.7.18,25.5,흐림,32,23,
2019.7.19,24.9,비,35,23,
2019.7.20,26.1,비,32,25,
2019.7.21,27.9,비,27,24,
2019.7.22,26,비,31,24,
2019.7.23,25.5,비,33,24,
2019.7.24,25.3,비,27,25,
2019.7.25,25.1,비,27,26,
2019.7.26,24.5,비,26,24,
2019.7.27,26.2,비,33,25,
2019.7.28,28,비,28,25,
2019.7.29,25.8,비,30,26,
2019.7.30,25.3,비,31,26,
2019.7.31,24.9,비,28,24,
2019.8.1,25.4,비,30,24,
2019.8.2,25.8,흐림,33,25,
2019.8.3,26.8,비,36,26,
2019.8.4,28.2,비,34,25,
2019.8.5,26.3,흐림,36,26,
2019.8.6,25.7,구름많음,37,28,
2019.8.7,25.7,비,30,24,
2019.8.8,25.6,흐림,33,26,
2019.8.9,24.9,흐림,35,26,
2019.8.10,25.9,구름많음,37,27,
2019.8.11,27.9,비,36,26,
2019.8.12,25.2,비,29,25,
2019.8.13,25.1,비,35,25,
2019.8.14,24.2,흐림,36,26,
2019.8.15,27,비,29,24,
2019.8.16,25.8,비,30,23,
2019.8.17,26.7,비,29,23,
2019.8.18,28.2,구름조금,31,23,
2019.8.19,25.8,구름조금,31,21,
2019.8.20,25.2,구름조금,33,23,
2019.8.21,25.1,비,30,24,
2019.8.22,25.3,흐림,31,23,
2019.8.23,24.6,흐림,31,23,
2019.8.24,25.6,구름많음,27,22,
2019.8.25,27.9,구름조금,30,20,
2019.8.26,25.7,구름많음,32,22,
2019.8.27,25.1,비,29,22,
2019.8.28,25.2,비,30,24,
2019.8.29,25.1,비,26,20,
2019.8.30,24.3,비,27,20,
2019.8.31,25,구름조금,29,19,
2019.9.1,27.8,구름많음,28,19,
2019.9.2,25.5,구름많음,30,19,
2019.9.3,24.6,비,28,22,
2019.9.4,24.6,비,26,21,
2019.9.5,24.5,비,28,22,
2019.9.6,24.3,비,29,22,
2019.9.7,27.5,비,30,23,
2019.9.8,27.6,비,27,23,
2019.9.9,24,비,28,22,
2019.9.10,22.2,비,27,22,
2019.9.11,23.5,비,29,20,
2019.9.12,27.4,비,23,19,
2019.9.13,27.1,비,29,18,
2019.9.14,28.9,비,24,21,
2019.9.15,29,흐림,30,20,
2019.9.16,26.5,구름조금,31,21,
2019.9.17,25.3,구름많음,29,18,
2019.9.18,25.3,맑음,25,16,
2019.9.19,25.4,구름조금,26,14,
2019.9.20,24.9,흐림,24,16,
2019.9.21,25.2,흐림,22,18,
2019.9.22,28.3,비,20,17,
2019.9.23,25.9,구름조금,25,17,
2019.9.24,25.4,맑음,27,14,
2019.9.25,25.5,구름많음,27,15,
2019.9.26,25.6,흐림,29,18,
2019.9.27,24.9,흐림,27,20,
2019.9.28,25.1,구름조금,29,19,
2019.9.29,27.6,흐림,29,18,
2019.9.30,25.8,흐림,30,16,
2019.10.1,25.6,흐림,28,18,
2019.10.2,24.2,비,24,20,
2019.10.3,27.4,비,27,20,
2019.10.4,25.5,흐림,28,18,
2019.10.5,25.8,비,22,15,
2019.10.6,28,구름많음,23,13,
2019.10.7,25.1,비,18,13,
2019.10.8,24.9,흐림,20,11,
2019.10.9,27.3,맑음,20,8,
2019.10.10,25.7,흐림,20,11,
2019.10.11,25.2,흐림,26,13,
2019.10.12,25.3,맑음,23,13,
2019.10.13,27.9,맑음,24,13,
2019.10.14,25.8,흐림,20,10,
2019.10.15,25.6,구름조금,20,9,
2019.10.16,25.5,구름조금,21,9,
2019.10.17,25.7,구름조금,22,11,
2019.10.18,25.2,구름많음,23,12,
2019.10.19,25.4,흐림,23,12,
2019.10.20,27.8,흐림,23,12,
2019.10.21,26,흐림,25,11,
2019.10.22,25.6,흐림,24,13,
2019.10.23,26,구름많음,21,14,
2019.10.24,25.6,구름조금,24,15,
2019.10.25,24.8,비,22,13,
2019.10.26,25.1,맑음,15,7,
2019.10.27,27.5,맑음,17,5,
2019.10.28,25.7,비,18,7,
2019.10.29,25.4,비,18,8,
2019.10.30,25.3,맑음,18,5,
2019.10.31,25.6,흐림,20,8,
2019.11.1,25,흐림,21,11,
2019.11.2,25.6,흐림,19,8,
2019.11.3,27.7,흐림,22,9,
2019.11.4,25.9,맑음,20,9,
2019.11.5,25.6,흐림,18,8,
2019.11.6,25.7,흐림,17,6,
2019.11.7,25.5,맑음,14,5,
2019.11.8,24.8,맑음,13,1,
2019.11.9,25.1,맑음,17,4,
2019.11.10,27.5,비,15,6,
2019.11.11,25.6,비,15,8,
2019.11.12,25.6,흐림,15,5,
2019.11.13,25.2,비,11,3,
2019.11.14,25.3,맑음,5,-3,
2019.11.15,23.9,눈/비,8,1,
2019.11.16,25.2,흐림,13,4,
2019.11.17,26.9,비,11,6,
2019.11.18,25.4,눈,13,0,
2019.11.19,25.1,눈,4,-4,
2019.11.20,25.2,맑음,6,-5,
