date,avg_velo,weather,max_degree,min_degree,end
2021.11.3,24.7,구름조금,17,8,
2021.11.4,24.7,비,16,8,
2021.11.5,24.2,맑음,20,8,
2021.11.6,24.8,맑음,21,9,
2021.11.7,26.6,구름많음,21,10,
2021.11.8,24.1,비,16,4,
2021.11.9,24.3,비,6,3,
2021.11.10,24.5,눈,8,1,
2021.11.11,24.4,비,10,2,
2021.11.12,24,맑음,9,1,
2021.11.13,24.9,구름조금,13,0,
2021.11.14,26.9,구름조금,16,8,
2021.11.15,25,구름조금,16,6,
2021.11.16,24.6,맑음,14,4,
2021.11.17,24.6,구름조금,12,3,
2021.11.18,24.7,비,16,8,
2021.11.19,24.2,구름많음,17,10,
2021.11.20,24.9,구름조금,16,7,
2021.11.21,26.6,비,13,8,
2021.11.22,24.6,비,8,-1,
2021.11.23,24.4,맑음,2,-4,
2021.11.24,24.6,비,9,-3,
2021.11.25,24.4,맑음,10,3,
2021.11.26,24.1,비,7,0,
2021.11.27,24.8,맑음,10,-1,
2021.11.28,26.7,구름조금,12,-1,
2021.11.29,24.9,구름많음,14,2,
2021.11.30,24.2,눈,9,1,
2021.12.1,24.7,맑음,2,-3,
2021.12.2,24.5,비,5,-5,
2021.12.3,24,비,5,-2,
2021.12.4,25.2,맑음,7,-3,
2021.12.5,27.2,맑음,10,-2,
2021.12.6,25.2,구름조금,12,-1,
2021.12.7,25,맑음,13,3,
2021.12.8,24.9,맑음,13,2,
2021.12.9,25,구름많음,10,3,
2021.12.10,24.5,비,8,6,
2021.12.11,25.6,구름많음,10,4,
2021.12.12,27.3,맑음,5,-4,
2021.12.13,25.2,맑음,2,-6,
2021.12.14,24.9,비,8,-1,
2021.12.15,24.8,비,10,5,
2021.12.16,25,비,10,3,
2021.12.17,24.1,맑음,3,-10,
2021.12.18,24.9,눈,-2,-11,
2021.12.19,26.4,눈,4,-6,
2021.12.20,24.7,비,11,-1,
2021.12.21,24.3,맑음,9,1,
2021.12.22,24.2,맑음,8,-3,
2021.12.23,24.2,맑음,8,-2,
2021.12.24,23.7,눈,3,-7,
2021.12.25,26.4,맑음,-7,-14,
2021.12.26,27.6,맑음,-7,-16,
2021.12.27,25.1,눈,-4,-13,
2021.12.28,24.6,구름조금,-1,-8,
2021.12.29,24.6,눈,6,-4,
2021.12.30,24.5,눈,0,-7,
2021.12.31,24.2,맑음,-4,-9,
2022.1.1,27.4,맑음,2,-10,
2022.1.2,27.5,구름조금,3,-5,
2022.1.3,25.4,구름조금,2,-8,
2022.1.4,25.1,맑음,1,-6,
2022.1.5,25.2,구름많음,2,-8,
2022.1.6,25,맑음,3,-6,
2022.1.7,25.2,맑음,4,-6,
2022.1.8,23.5,구름조금,4,-5,
2022.1.9,27.5,구름조금,6,-1,
2022.1.10,25.2,구름많음,4,-3,
2022.1.11,24.1,맑음,0,-10,
2022.1.12,24.8,맑음,-3,-11,
2022.1.13,24.8,맑음,-3,-9,
2022.1.14,24.3,맑음,1,-10,
2022.1.15,25.4,구름많음,2,-5,
2022.1.16,27.3,맑음,2,-7,
2022.1.17,24.9,맑음,0,-9,
2022.1.18,24.8,맑음,-1,-10,
2022.1.19,25.8,구름조금,-3,-8,
2022.1.20,24.7,맑음,1,-10,
2022.1.21,23.8,맑음,5,-9,
2022.1.22,25.1,구름조금,7,-5,
2022.1.23,27.2,구름조금,7,-1,
2022.1.24,24.6,구름조금,8,1,
2022.1.25,23.9,흐림,4,2,
2022.1.26,23.9,맑음,7,-2,
2022.1.27,23.8,맑음,4,-5,
2022.1.28,23.8,맑음,2,-6,
2022.1.29,26.1,맑음,1,-7,
2022.1.30,27.5,맑음,2,-8,
2022.1.31,27.9,구름조금,5,-7,
2022.2.1,27.2,구름많음,1,-3,
2022.2.2,28.1,구름조금,0,-6,
2022.2.3,26,맑음,0,-7,
2022.2.4,25.1,맑음,-1,-8,
2022.2.5,26.3,맑음,-2,-10,
2022.2.6,27.9,맑음,2,-8,
2022.2.7,25.4,구름많음,2,-7,
2022.2.8,25.2,맑음,0,-4,
2022.2.9,25.3,구름조금,7,-4,
2022.2.10,25.2,맑음,6,-3,
2022.2.11,24.9,맑음,0,-2,
2022.2.12,25.9,구름조금,3,3,
2022.2.13,27.7,구름조금,3,2,
2022.2.14,25.1,구름많음,6,0,
2022.2.15,25.4,구름조금,-1,-8,
2022.2.16,25.3,맑음,-4,-10,
2022.2.17,25.4,맑음,0,-11,
2022.2.18,25,구름조금,6,-8,
2022.2.19,25.8,구름조금,4,-6,
2022.2.20,27.6,맑음,0,-8,
2022.2.21,25.7,맑음,4,-8,
2022.2.22,25.4,맑음,0,-8,
2022.2.23,25.4,맑음,-1,-10,
2022.2.24,25.4,맑음,4,-8,
2022.2.25,24.8,구름조금,8,-4,
2022.2.26,25.5,구름많음,9,1,
2022.2.27,27.5,맑음,9,-2,
2022.2.28,25.4,구름많음,12,3,
2022.3.1,27.2,구름많음,10,0,
2022.3.2,25.6,맑음,9,-2,
2022.3.3,25.4,맑음,12,1,
2022.3.4,25.3,구름조금,15,1,
2022.3.5,26.2,맑음,7,-1,
2022.3.6,27.9,맑음,7,-3,
2022.3.7,25.8,구름많음,9,-3,
2022.3.8,25.5,구름조금,12,1,
2022.3.9,27.4,구름조금,15,2,
2022.3.10,26,구름많음,16,4,
2022.3.11,25.6,구름조금,18,5,
2022.3.12,26.3,구름조금,20,6,
2022.3.13,27.8,흐림,13,11,
2022.3.14,25.8,구름많음,13,5,
2022.3.15,26,구름조금,13,2,
2022.3.16,26.1,구름조금,17,4,
2022.3.17,26,흐림,15,8,
2022.3.18,25.8,흐림,10,6,
2022.3.19,26.4,구름많음,6,1,
2022.3.20,27.9,구름조금,9,2,
2022.3.21,26.1,구름많음,11,0,
2022.3.22,26,맑음,14,1,
2022.3.23,26.2,흐림,8,5,
2022.3.24,26,구름많음,12,4,
2022.3.25,25.4,구름많음,17,6,
2022.3.26,26.1,구름많음,15,10,
2022.3.27,27.7,맑음,13,5,
2022.3.28,25.9,맑음,15,2,
2022.3.29,25.7,맑음,16,3,
2022.3.30,25.9,구름많음,16,6,
2022.3.31,25.8,구름많음,15,8,
2022.4.1,25.1,맑음,15,4,
2022.4.2,25.7,맑음,14,4,
2022.4.3,27.4,맑음,17,4,
2022.4.4,25.7,맑음,16,5,
2022.4.5,25.4,구름많음,16,5,
2022.4.6,25.4,구름많음,17,8,
2022.4.7,25.2,맑음,16,7,
2022.4.8,24.5,맑음,20,5,
2022.4.9,25,맑음,24,12,
2022.4.10,26.9,맑음,25,13,
2022.4.11,25.1,맑음,27,13,
2022.4.12,24.9,구름많음,26,16,
2022.4.13,25,흐림,16,12,
2022.4.14,24.4,흐림,15,11,
2022.4.15,24.4,맑음,19,8,
2022.4.16,25.3,맑음,20,7,
2022.4.17,27,맑음,22,7,
2022.4.18,25.2,구름조금,22,11,
2022.4.19,24.9,맑음,22,9,
2022.4.20,24.9,맑음,22,10,
2022.4.21,24.8,구름조금,23,10,
2022.4.22,24.5,구름많음,17,13,
2022.4.23,25.4,구름많음,25,10,
2022.4.24,27.2,구름많음,24,15,
2022.4.25,25,흐림,24,17,
2022.4.26,24.7,구름조금,29,17,
2022.4.27,24.6,맑음,24,13,
2022.4.28,24.7,구름조금,26,12,
2022.4.29,23.8,구름많음,16,11,
2022.4.30,25.1,구름많음,18,10,
2022.5.1,26.9,맑음,19,8,
2022.5.2,25,맑음,19,9,
2022.5.3,24.6,맑음,21,9,
2022.5.4,24,맑음,25,10,
2022.5.5,26.3,맑음,26,12,
2022.5.6,24.7,구름조금,26,14,
2022.5.7,24.9,구름많음,23,15,
2022.5.8,26,흐림,18,12,
2022.5.9,24.9,구름조금,25,11,
2022.5.10,24.8,구름많음,26,14,
2022.5.11,24.8,구름많음,25,17,
2022.5.12,24.7,구름조금,28,14,
2022.5.13,24.4,구름조금,25,15,
2022.5.14,25.2,구름조금,20,12,
2022.5.15,26.9,맑음,22,10,
2022.5.16,25.1,맑음,24,11,
2022.5.17,24.9,맑음,27,13,
2022.5.18,24.9,구름조금,25,16,
2022.5.19,24.8,구름조금,24,16,
2022.5.20,24.3,구름조금,26,16,
2022.5.21,25.1,구름조금,26,16,
2022.5.22,26.9,구름조금,26,16,
2022.5.23,25.1,구름조금,31,18,
2022.5.24,24.7,구름조금,30,17,
2022.5.25,24.6,구름많음,27,17,
2022.5.26,24.7,구름조금,24,14,
2022.5.27,24.2,맑음,26,16,
2022.5.28,25.1,맑음,29,15,
2022.5.29,27,구름많음,30,19,
2022.5.30,25.2,구름많음,25,17,
2022.5.31,24.5,맑음,27,14,
2022.6.1,26.6,맑음,29,16,
2022.6.2,24.9,구름조금,27,17,
2022.6.3,24.4,구름조금,33,19,
2022.6.4,25.4,구름많음,30,20,
2022.6.5,27.1,흐림,27,20,
2022.6.6,27.1,흐림,24,17,
2022.6.7,24.8,구름많음,25,15,
2022.6.8,25,구름많음,26,16,
2022.6.9,25,구름조금,24,18,
2022.6.10,24.4,구름조금,27,17,
2022.6.11,25.4,구름조금,33,18,
2022.6.12,27.1,구름조금,32,19,
2022.6.13,25.1,구름많음,29,20,
2022.6.14,24.9,구름많음,27,18,
2022.6.15,24.4,흐림,20,15,
2022.6.16,24.7,구름조금,25,18,
2022.6.17,24.5,구름조금,28,16,
2022.6.18,25.4,구름많음,25,22,
2022.6.19,27,구름많음,25,22,
2022.6.20,25.2,구름많음,29,22,
2022.6.21,24.7,구름조금,33,21,
2022.6.22,24.7,구름많음,31,22,
2022.6.23,24.2,구름많음,26,23,
2022.6.24,24.2,구름많음,25,21,
2022.6.25,25.1,구름많음,30,22,
2022.6.26,26.9,흐림,28,25,
2022.6.27,24.5,흐림,28,25,
2022.6.28,24.8,흐림,28,26,
2022.6.29,24.2,흐림,26,24,
2022.6.30,22.6,흐림,24,21,
2022.7.1,24.2,구름조금,31,22,
2022.7.2,22.9,구름조금,34,24,
2022.7.3,26.8,구름조금,34,24,
2022.7.4,24.6,구름많음,33,26,
2022.7.5,24.3,구름많음,33,27,
2022.7.6,24.6,구름많음,33,26,
2022.7.7,24.5,흐림,31,26,
2022.7.8,24.3,흐림,28,24,
2022.7.9,25.1,구름많음,31,24,
2022.7.10,26.9,구름조금,35,25,
2022.7.11,24.9,구름많음,31,25,
2022.7.12,24.6,구름많음,29,23,
2022.7.13,23.6,흐림,27,24,
2022.7.14,24.3,구름많음,30,23,
2022.7.15,23.9,구름조금,30,23,
2022.7.16,24.9,구름많음,28,23,
2022.7.17,26.9,구름많음,30,22,
2022.7.18,25.1,구름조금,30,23,
2022.7.19,24.7,구름많음,31,24,
2022.7.20,24.7,흐림,30,24,
2022.7.21,24.4,구름많음,25,21,
2022.7.22,24.4,구름많음,28,23,
2022.7.23,25.2,흐림,28,22,
2022.7.24,27.1,흐림,28,22,
2022.7.25,25.1,구름조금,32,24,
2022.7.26,24.8,구름조금,33,24,
2022.7.27,24.6,구름조금,33,26,
2022.7.28,24.6,구름조금,34,25,
2022.7.29,24.3,구름조금,34,27,
2022.7.30,25.5,구름조금,36,27,
2022.7.31,26.6,흐림,29,25,
2022.8.1,25.3,구름많음,32,25,
2022.8.2,24.8,흐림,28,26,
2022.8.3,24.9,흐림,28,25,
2022.8.4,24.9,구름조금,33,26,
2022.8.5,24.6,구름조금,33,27,
2022.8.6,25.6,구름많음,30,27,
2022.8.7,27.1,구름많음,32,27,
2022.8.8,23.8,흐림,28,25,
2022.8.9,23.6,흐림,26,22,
2022.8.10,23.4,흐림,29,21,
2022.8.11,24.5,흐림,28,23,
2022.8.12,24,구름조금,32,23,
2022.8.13,25.5,구름많음,28,25,
2022.8.14,27,구름많음,32,24,
2022.8.15,26.9,흐림,30,27,
2022.8.16,24.7,구름조금,30,24,
2022.8.17,24.5,구름조금,30,23,
2022.8.18,24.5,구름많음,30,22,
2022.8.19,23.9,흐림,28,23,
2022.8.20,25.3,구름조금,32,26,
2022.8.21,26.9,구름조금,32,25,
2022.8.22,25,구름많음,30,23,
2022.8.23,24.6,구름조금,30,22,
2022.8.24,24.9,구름많음,28,22,
2022.8.25,24.6,구름많음,24,21,
2022.8.26,24.2,구름조금,28,20,
2022.8.27,24.7,맑음,26,18,
2022.8.28,26.8,구름조금,28,16,
2022.8.29,24.5,흐림,22,20,
2022.8.30,23.9,흐림,20,18,
2022.8.31,24.7,구름많음,25,20,
2022.9.1,24.2,맑음,30,18,
2022.9.2,23.8,맑음,30,20,
2022.9.3,24.5,구름많음,29,20,
2022.9.4,26.6,흐림,24,20,
2022.9.5,23.8,흐림,23,18,
2022.9.6,23.8,구름조금,26,17,
2022.9.7,22.9,맑음,28,18,
2022.9.8,23.4,맑음,30,17,
2022.9.9,26.5,구름조금,31,19,
2022.9.10,26.6,구름많음,28,19,
2022.9.11,27.6,구름많음,26,21,
2022.9.12,27.6,구름많음,28,20,
2022.9.13,25.4,흐림,26,22,
2022.9.14,24.9,구름많음,28,23,
2022.9.15,24.5,구름많음,28,22,
2022.9.16,23.9,흐림,30,23,
2022.9.17,24.9,구름많음,29,23,
2022.9.18,26.8,구름많음,32,23,
2022.9.19,25,구름조금,30,20,
2022.9.20,24.6,맑음,25,16,
2022.9.21,24.7,맑음,26,13,
2022.9.22,24.8,맑음,25,14,
2022.9.23,24.3,구름조금,22,15,
2022.9.24,24.9,구름조금,24,12,
2022.9.25,26.7,구름많음,25,15,
2022.9.26,25,구름많음,25,15,
2022.9.27,24.5,맑음,28,14,
2022.9.28,24.8,구름조금,26,16,
2022.9.29,24.8,맑음,26,16,
2022.9.30,24.3,맑음,28,15,
2022.10.1,25.2,구름조금,28,14,
2022.10.2,26.5,흐림,22,17,
2022.10.3,26.4,흐림,23,18,
2022.10.4,24.6,흐림,23,14,
2022.10.5,24.3,구름많음,22,14,
2022.10.6,24.4,구름많음,19,13,
2022.10.7,24,구름조금,19,11,
2022.10.8,24.7,맑음,22,11,
2022.10.9,26.4,구름많음,14,11,
2022.10.10,26.7,구름많음,12,8,
2022.10.11,24.6,맑음,16,7,
2022.10.12,24.5,맑음,21,6,
2022.10.13,24.4,맑음,23,11,
2022.10.14,24.2,구름많음,23,12,
2022.10.15,25,구름조금,24,13,
2022.10.16,26.6,구름많음,20,15,
2022.10.17,24.6,맑음,15,7,
2022.10.18,24.4,맑음,14,5,
2022.10.19,24.5,맑음,17,4,
2022.10.20,24.5,맑음,20,6,
2022.10.21,24.3,구름조금,21,9,
2022.10.22,24.9,구름조금,21,10,
2022.10.23,26.6,맑음,19,10,
2022.10.24,24.9,맑음,15,8,
2022.10.25,24.5,맑음,18,6,
2022.10.26,24.5,구름조금,18,8,
2022.10.27,24.6,맑음,19,9,
2022.10.28,24.3,맑음,21,8,
2022.10.29,24.8,맑음,21,10,
2022.10.30,26.5,맑음,21,10,
2022.10.31,25,구름조금,21,11,
2022.11.1,24.9,구름조금,18,9,
2022.11.2,24.7,맑음,18,6,
2022.11.3,24.8,구름많음,13,6,
2022.11.4,24.2,맑음,10,2,
2022.11.5,25,맑음,14,1,
2022.11.6,26.5,맑음,16,4,
2022.11.7,25,구름조금,17,6,
2022.11.8,24.8,맑음,18,10,
2022.11.9,24.9,구름많음,16,7,
2022.11.10,24.2,맑음,19,9,
2022.11.11,24.2,맑음,22,11,
2022.11.12,24.6,구름많음,22,12,
2022.11.13,26.7,구름많음,17,9,
2022.11.14,25,구름조금,14,6,
2022.11.15,24.6,구름많음,12,4,
2022.11.16,24.6,맑음,13,6,
2022.11.17,24.8,맑음,17,5,
2022.11.18,24.3,맑음,18,5,
2022.11.19,24.8,구름조금,19,9,
2022.11.20,26.4,맑음,20,10,
2022.11.21,25,구름조금,16,9,
2022.11.22,24.7,구름많음,14,7,
2022.11.23,24.8,구름조금,15,7,
2022.11.24,24.6,구름조금,14,6,
2022.11.25,24.3,구름조금,18,7,
2022.11.26,24.9,맑음,13,1,
2022.11.27,26.6,맑음,12,-1,
2022.11.28,24.7,구름많음,15,8,
2022.11.29,24.7,구름많음,15,-2,
2022.11.30,24.3,맑음,-2,-8,
2022.12.1,24.4,맑음,-1,-9,
2022.12.2,24.1,맑음,3,-8,
2022.12.3,25.4,구름많음,7,0,
2022.12.4,26.9,구름많음,0,-5,
2022.12.5,24.9,맑음,2,-7,
2022.12.6,25,구름많음,5,-4,
2022.12.7,24.6,맑음,9,1,
2022.12.8,24.4,맑음,9,0,
2022.12.9,24.2,구름조금,10,1,
2022.12.10,25.2,구름많음,7,-1,
2022.12.11,26.8,맑음,7,-2,
2022.12.12,24.7,구름많음,6,-2,
2022.12.13,24.8,구름많음,3,-6,
2022.12.14,24.9,맑음,-5,-11,
2022.12.15,25.1,구름많음,-1,-8,
2022.12.16,24.2,구름조금,-2,-10,
2022.12.17,24.7,맑음,-3,-10,
2022.12.18,26.6,맑음,-6,-12,
2022.12.19,24.6,맑음,-2,-12,
2022.12.20,23.9,구름조금,3,-10,
2022.12.21,25.1,구름많음,3,-3,
2022.12.22,24.1,맑음,-3,-11,
2022.12.23,23.5,맑음,-9,-14,
2022.12.24,25.1,맑음,-2,-14,
2022.12.25,26.9,맑음,0,-10,
2022.12.26,25,맑음,2,-8,
2022.12.27,24.6,맑음,3,-7,
2022.12.28,24.4,구름조금,0,-6,
2022.12.29,24.5,구름조금,2,-8,
2022.12.30,24.2,맑음,2,-4,
2022.12.31,25.8,구름많음,2,-5,
2023.1.1,27.2,맑음,4,-4,
2023.1.2,25.7,맑음,0,-7,
2023.1.3,25,맑음,1,-9,
2023.1.4,24.9,맑음,3,-6,
2023.1.5,24.9,구름조금,4,-6,
2023.1.6,24.3,구름조금,6,-5,
2023.1.7,25.6,구름조금,4,-1,
2023.1.8,27.1,구름조금,6,-4,
2023.1.9,25.2,구름조금,7,-1,
2023.1.10,24.8,맑음,9,-4,
2023.1.11,24.7,맑음,9,-2,
2023.1.12,24.6,맑음,12,-1,
2023.1.13,23.7,흐림,10,5,
2023.1.14,25,흐림,8,4,
2023.1.15,26.8,흐림,4,-4,
2023.1.16,24.7,맑음,-1,-7,
2023.1.17,24.2,구름많음,0,-7,
2023.1.18,23.9,맑음,2,-5,
2023.1.19,23.7,구름많음,4,-6,
2023.1.20,23.7,맑음,2,-8,
2023.1.21,26.6,맑음,2,-10,
2023.1.22,26.2,구름많음,3,-3,
2023.1.23,27.5,구름조금,5,-7,
2023.1.24,27.8,맑음,-7,-17,
2023.1.25,25.5,맑음,-5,-17,
2023.1.26,25.5,구름많음,-4,-9,
2023.1.27,24.4,맑음,-4,-10,
2023.1.28,25.4,맑음,-1,-11,
2023.1.29,27.1,맑음,5,-8,
2023.1.30,24.8,맑음,4,-4,
2023.1.31,24.7,구름조금,8,-4,
2023.2.1,24.7,맑음,6,-3,
2023.2.2,24.7,구름조금,1,-5,
2023.2.3,24.3,구름조금,3,-4,
2023.2.4,25,맑음,6,-5,
2023.2.5,26.8,맑음,7,-3,
2023.2.6,25.2,구름조금,9,-2,
2023.2.7,24.8,구름조금,10,-1,
2023.2.8,24.8,맑음,8,-1,
2023.2.9,24.7,구름많음,10,-3,
2023.2.10,24.2,구름많음,6,1,
2023.2.11,25.2,구름조금,8,-1,
2023.2.12,26.9,구름조금,8,-1,
2023.2.13,25.2,구름많음,8,3,
2023.2.14,24.7,맑음,7,-2,
2023.2.15,24.7,구름조금,9,-1,
2023.2.16,24.8,구름조금,4,-1,
2023.2.17,24.3,구름조금,10,-2,
2023.2.18,25.2,흐림,8,3,
2023.2.19,26.7,구름조금,6,0,
2023.2.20,25.1,맑음,2,-4,
2023.2.21,24.6,맑음,5,-5,
2023.2.22,24.7,구름조금,8,-4,
2023.2.23,24.5,맑음,9,-2,
2023.2.24,24.1,맑음,8,0,
2023.2.25,24.9,맑음,6,-3,
2023.2.26,26.6,맑음,9,-3,
2023.2.27,24.8,맑음,12,-2,
2023.2.28,24.1,구름조금,9,-1,
2023.3.1,26.5,구름조금,9,3,
2023.3.2,24.9,맑음,7,-2,
2023.3.3,24.5,구름조금,10,-2,
2023.3.4,25.5,구름조금,14,4,
2023.3.5,27,맑음,15,2,
2023.3.6,25,맑음,16,2,
2023.3.7,24.8,맑음,19,6,
2023.3.8,24.7,구름많음,18,7,
2023.3.9,24.6,구름조금,13,7,
2023.3.10,24.3,맑음,22,6,
2023.3.11,25.2,구름조금,23,10,
2023.3.12,27,구름조금,13,1,
2023.3.13,25,구름조금,8,-2,
2023.3.14,24.6,구름조금,15,3,
2023.3.15,24.8,구름많음,14,4,
2023.3.16,24.8,구름조금,9,0,
2023.3.17,24.5,구름많음,13,1,
2023.3.18,25.2,맑음,14,2,
2023.3.19,26.8,맑음,15,2,
2023.3.20,25.1,맑음,17,3,
2023.3.21,24.8,맑음,22,5,
2023.3.22,24.9,구름많음,25,9,
2023.3.23,24.8,구름조금,23,12,
2023.3.24,24.3,구름많음,18,8,
2023.3.25,25.1,구름조금,19,8,
2023.3.26,26.7,맑음,14,5,
2023.3.27,25,맑음,14,2,
2023.3.28,24.7,맑음,16,3,
2023.3.29,24.8,맑음,20,5,
2023.3.30,24.6,맑음,21,6,
2023.3.31,24.2,,,,
2023.4.1,25.1,맑음,26,9,
2023.4.2,26.5,맑음,25,12,
2023.4.3,24.7,구름조금,26,11,
2023.4.4,24.3,흐림,22,13,
2023.4.5,24.2,흐림,15,9,
2023.4.6,24.3,흐림,10,7,
2023.4.7,24,맑음,16,5,
2023.4.8,25.1,맑음,15,3,
2023.4.9,26.8,맑음,18,4,
2023.4.10,24.9,맑음,19,6,
2023.4.11,25,구름많음,17,9,
2023.4.12,24.6,맑음,15,5,
2023.4.13,24.7,구름조금,17,5,
2023.4.14,24.4,구름많음,21,12,
2023.4.15,25.5,구름많음,17,9,
2023.4.16,27.1,구름많음,16,8,
2023.4.17,25.2,구름많음,18,7,
2023.4.18,24.8,구름많음,18,11,
2023.4.19,24.5,맑음,28,12,
2023.4.20,24.6,흐림,19,14,
2023.4.21,24.4,구름조금,23,11,
2023.4.22,25.3,구름많음,22,12,
2023.4.23,26.9,구름많음,22,11,
2023.4.24,25,구름조금,21,12,
2023.4.25,24.2,흐림,13,9,
2023.4.26,24.6,구름많음,14,7,
2023.4.27,24.4,맑음,20,5,
2023.4.28,23.9,구름많음,21,9,
2023.4.29,24.9,흐림,16,10,
2023.4.30,26.5,구름많음,18,8,
2023.5.1,26.2,구름조금,21,10,
2023.5.2,24.6,구름많음,24,9,
2023.5.3,24.4,구름조금,26,12,
2023.5.4,23.5,구름많음,26,16,
2023.5.5,26,흐림,22,16,
2023.5.6,25.3,흐림,16,12,
2023.5.7,26.2,구름많음,19,11,
2023.5.8,24.3,맑음,22,8,
2023.5.9,24.6,맑음,24,10,
2023.5.10,24.6,맑음,26,11,
2023.5.11,24.6,맑음,27,13,
2023.5.12,24.2,구름조금,25,13,
2023.5.13,25,구름조금,24,13,
2023.5.14,26.7,맑음,24,13,
2023.5.15,24.9,맑음,28,13,
2023.5.16,24.5,맑음,31,17,
2023.5.17,24.4,구름조금,29,19,
2023.5.18,24.5,구름많음,28,19,
2023.5.19,24.1,맑음,28,17,
2023.5.20,24.8,구름조금,27,17,
2023.5.21,26.6,흐림,22,15,
